Id,BIRTHDATE,SSN,DRIVERS,PASSPORT,FIRST,LAST,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP
46635967-506f-cb72-2aa7-46a84d7d36ee,01/01/1970,999-99-8538,S99959164,X64613746X,Ellswort,Upton,white,hispanic,M,New York  New York  US,394 Koelpin Approach Suite 18,New York,New York,Richmond County,36047,11210
a6ac82ee-5d06-e5de-e06f-78f1da799c8c,01/01/1970,999-51-8163,,,Estefana,Heathcote,white,nonhispanic,F,Enfield  New York  US,162 Jenkins Ferry Unit 63,New York,New York,Richmond County,36047,11451
ff9ed737-ae85-c087-5c08-03dcabb189b9,01/01/1970,999-54-8271,S99920138,X67412917X,Enriqueta,Rodrigue,white,nonhispanic,F,Brentwood  New York  US,624 Reynolds Gardens Unit 89,New York,New York,Richmond County,36005,10453
fa180732-ebf3-9b3b-c8c2-a85dc0c3e596,01/01/1970,999-88-5709,S99910540,X21849830X,Merl,Wisoky,white,nonhispanic,M,New York  New York  US,1013 Kreiger Annex Apt 19,New York,New York,Richmond County,36081,11433
e5bf284c-717a-7d9e-d441-b81545b9ce4b,01/01/1970,999-69-3707,S99970291,X85863732X,Emmett,Stark,white,nonhispanic,M,Rye  New York  US,269 Ledner Extension Unit 20,New York,New York,Richmond County,36061,10119
ff79e7ed-8244-6e53-1879-f694741dc00a,01/01/1970,999-91-4229,S99939407,X16782382X,Tristan,Fisher,asian,nonhispanic,M,Mount Vernon  New York  US,189 Mueller Row,New York,New York,Richmond County,36061,10115
920d79b5-f89f-cba3-db79-6b2b67a603b4,01/01/1970,999-94-4925,S99949264,X41189658X,P,Braun,white,nonhispanic,M,Bellmore  New York  US,296 Kuphal Branch Unit 90,New York,New York,Richmond County,36081,11372
b4c72961-777c-274e-2c35-8b54868015b2,01/01/1970,999-45-6020,S99982126,X3493951X,Javie,Vandervort,white,nonhispanic,M,New York  New York  US,892 Ledner Port,New York,New York,Richmond County,36081,11421
bbe90b6b-2405-04d1-6bba-838f9a81c348,01/01/1970,999-91-8736,S99988701,X15377087X,Terina,Jenkins,asian,hispanic,F,New York  New York  US,909 Weimann Village,New York,New York,Richmond County,36081,11415
5ab64241-1688-abe3-4b41-e35d540cf6d6,01/01/1970,999-20-5131,S99968352,X57883705X,Nova,Robel,white,nonhispanic,F,New York  New York  US,506 Kling Trace,New York,New York,Richmond County,36061,10023
9dee8e30-89ea-934a-928d-8efe04ff4cb5,01/01/1970,999-26-6812,S99980751,X71207806X,Isaiah,Swaniawski,asian,nonhispanic,M,Lackawanna  New York  US,319 Dickens Ville Suite 85,New York,New York,Richmond County,36061,10128
9f09da54-edc0-5049-b91e-a5cbc3bc74cf,01/01/1970,999-30-4573,S99915637,X51764069X,Jude,Kerluke,white,nonhispanic,M,Hillcrest  New York  US,1001 Simonis Avenue,New York,New York,Richmond County,36081,11103
a12d8888-5b95-14d1-2580-23dc551879ba,01/01/1970,999-69-6664,S99924556,X15644985X,Caterin,Schowalter,white,nonhispanic,F,New York  New York  US,775 Steuber Gateway,New York,New York,Richmond County,36047,11232
6ad7d268-c325-40ff-66da-98d722f9c7b1,01/01/1970,999-48-2761,S99924339,X81187009X,Debra,Streich,black,hispanic,F,Mount Vernon  New York  US,838 Lang Rest,New York,New York,Richmond County,36081,11362
9b4ea147-01c6-b4b6-20d5-29fed2139327,01/01/1970,999-44-7446,S99991907,X71277573X,Shemeka,Mayer,white,nonhispanic,F,Wallkill  New York  US,832 Hirthe Spur,New York,New York,Richmond County,36081,11359
7a3598b3-65be-5656-393d-b29f714189ca,01/01/1970,999-27-3110,S99990750,X46449804X,Rossie,Koch,black,nonhispanic,F,Jamestown  New York  US,702 Larson Forge Suite 87,New York,New York,Richmond County,36005,10454
0dcf8888-2cc2-23be-6b07-0cd2041fcebe,01/01/1970,999-95-8158,S99975024,X62040242X,Horacio,Larso,white,nonhispanic,M,Elmont  New York  US,364 Bahringer Center,New York,New York,Richmond County,36061,10174
657ef966-c972-485c-96e4-5285fa0b5c92,01/01/1970,999-61-2737,,,Deanna,Konopelski,white,nonhispanic,F,Yonkers  New York  US,462 Hills Mill Unit 43,New York,New York,Richmond County,36085,10306
40cbfa96-b8f7-da02-c2d5-8a46b6305cfd,01/01/1970,999-16-3662,,,Trey,Nitzsche,white,nonhispanic,M,North Wantagh  New York  US,223 Morar Passage Apt 67,New York,New York,Richmond County,36005,10464
83a82ffc-49cf-c9b6-15df-dfec4ce273d1,01/01/1970,999-42-5973,S99943107,X63560528X,Marva,Barton,white,nonhispanic,F,Garden City  New York  US,323 Stiedemann Brook,New York,New York,Richmond County,36061,10171
7f74f28d-1354-3da4-f6f8-771b35782960,01/01/1970,999-28-6998,S99925751,X18428298X,Jodi,Herzog,white,nonhispanic,F,Canastota  New York  US,765 Strosin Branch,New York,New York,Richmond County,36061,10167
333cfb96-cc89-09a3-76ba-90c93b76ef38,01/01/1970,999-87-2201,,,Thad,Marks,asian,nonhispanic,M,Haiphong  Kiến An  VN,998 Schaden Estate Unit 61,New York,New York,Richmond County,36047,11225
6da7a6c4-daec-e4f7-c1ef-a3510b4ed1d4,01/01/1970,999-89-9332,,,Young,Friesen,white,nonhispanic,F,Peru  New York  US,118 Gerhold Fork Suite 0,New York,New York,Richmond County,36061,10028
d634073b-90d1-2be5-02fb-a17bba279b2f,01/01/1970,999-91-1672,S99954126,X41405215X,Lora,DuBuque,black,nonhispanic,F,Island Park  New York  US,789 Cummerata Trailer Apt 15,New York,New York,Richmond County,36047,11216
aa4850c1-7618-bb98-4865-6691bd09631e,01/01/1970,999-71-3845,S99953220,X27982055X,Erik,Daniel,white,hispanic,M,New York  New York  US,663 Schinner Burg Suite 98,New York,New York,Richmond County,36059,11040
8280a082-298d-84cf-de2c-4b9bf25d2b35,01/01/1970,999-43-4168,S99931116,X27833477X,Lavada,Dibbert,white,nonhispanic,F,New York  New York  US,977 Boyer Junction,New York,New York,Richmond County,36047,11214
4ffe9408-d078-75f2-72ba-cf8dcad4d25a,01/01/1970,999-26-3808,,,Ike,Romaguer,white,nonhispanic,M,White Plains  New York  US,809 Little Ramp,New York,New York,Richmond County,36061,10154
0b463405-da5a-8840-91e2-1ca264525760,01/01/1970,999-72-5799,S99993356,X17131120X,Cha,Towne,white,nonhispanic,M,Peekskill  New York  US,747 Hand Ranch,New York,New York,Richmond County,36047,11232
9f29fa00-a98a-5784-960d-ebf3b8d0369d,01/01/1970,999-58-4053,,,María Eugenia,Briones,white,hispanic,F,Lima  Lima Province  PE,698 Wiegand Bridge,New York,New York,Richmond County,36005,10467
b660c31c-6125-8ea1-a258-4b4dae27a975,01/01/1970,999-82-1175,S99976262,X34376918X,Dong,Anderson,white,nonhispanic,M,Rochester  New York  US,418 Robel Lock Suite 42,New York,New York,Richmond County,36081,11106
d70fccbc-62cb-7db0-1bd1-c85868384fdf,01/01/1970,999-32-8839,S99998714,X810528X,Lovetta,Torphy,white,nonhispanic,F,New York  New York  US,1032 Langworth Rapid Suite 50,New York,New York,Richmond County,36085,10311
2795d3d8-0707-4526-ee01-13cf459fb942,01/01/1970,999-71-8319,S99947918,X4084245X,Denice,Gusikowski,black,nonhispanic,F,Ithaca  New York  US,306 Bogisich Trace,New York,New York,Richmond County,36061,10170
0f541a0e-ce2b-a1cf-1ad3-233f63814da5,01/01/1970,999-15-1467,S99918887,X76583256X,Wm,Shanahan,white,nonhispanic,M,New York  New York  US,382 Bins Green Apt 47,New York,New York,Richmond County,36047,11213
0de98051-747e-90f8-284d-945dd823df16,01/01/1970,999-44-4384,S99979647,X40853755X,Charmaine,Stanton,white,nonhispanic,F,New York  New York  US,109 Monahan Track Suite 36,New York,New York,Richmond County,36081,11365
90189b4e-5e97-2fee-ab1f-76d6fbfc6bb7,01/01/1970,999-20-1973,S99957113,X45002764X,Ruben,Konopelski,white,nonhispanic,M,Coram  New York  US,649 Morar Flat,New York,New York,Richmond County,36061,10065
f798564d-c6ce-bf16-76cd-3c8e4cb3c945,01/01/1970,999-66-6409,S99925275,X35277791X,Jacob,Boyer,white,nonhispanic,M,New York  New York  US,1090 Hauck Arcade Unit 87,New York,New York,Richmond County,36005,10454
12e60a14-4247-0deb-e1bf-ee6d2e37c38b,01/01/1970,999-86-4852,S99962676,X81629249X,Ines,Davis,white,nonhispanic,F,New York  New York  US,538 Gulgowski Promenade,New York,New York,Richmond County,36081,11693
b8153a7f-85ab-366b-ab65-94994a6ccd18,01/01/1970,999-61-4354,S99984855,X14354295X,Ricardo,Ullrich,white,nonhispanic,M,Kings Park  New York  US,273 Heidenreich Burg,New York,New York,Richmond County,36085,10314
a07bbc7c-2003-be32-373f-6c871c8da1b0,01/01/1970,999-38-8273,S99913532,X18350064X,Margarita,Harve,white,nonhispanic,F,New York  New York  US,873 Pacocha Parade Unit 93,New York,New York,Richmond County,36005,10473
1c33eaf9-6e50-ff66-e7f8-d87dcfaf1d28,01/01/1970,999-75-4629,S99999546,X36636576X,Nell,Barrows,white,nonhispanic,F,Peekskill  New York  US,285 Gibson Passage,New York,New York,Richmond County,36005,10452
aea365ee-8efb-9282-846c-04ad2cd7c033,01/01/1970,999-43-3892,S99941647,X50983162X,Kimberely,Bins,white,nonhispanic,F,Buffalo  New York  US,647 Balistreri Orchard,New York,New York,Richmond County,36081,11416
739ae479-ba82-1de1-433b-b3df5049faab,01/01/1970,999-65-8980,S99972902,X89557101X,Fredrick,Wyman,black,nonhispanic,M,Poughkeepsie  New York  US,779 Effertz Terrace,New York,New York,Richmond County,36081,11358
970f6385-a843-5b9c-1fc7-65ce52bc23de,01/01/1970,999-62-2606,,,Cha,Aufderhar,white,nonhispanic,M,Burlington  New York  US,615 Pfeffer Camp Unit 55,New York,New York,Richmond County,36081,11361
57ebb22a-9176-b059-4ec2-ecc3cc410535,01/01/1970,999-24-8942,,,Dixie,Bashirian,white,nonhispanic,F,New York  New York  US,814 Powlowski Arcade Suite 13,New York,New York,Richmond County,36081,11372
210c7cfc-ec7a-bab3-0a38-20aea49a6543,01/01/1970,999-53-3793,S99930348,X3887165X,Filiberto,Rowe,white,nonhispanic,M,New York  New York  US,913 Johnston Crossroad Unit 94,New York,New York,Richmond County,36081,11412
fed73d44-b496-1d27-408c-3a044b3f9bf5,01/01/1970,999-74-9648,S99912530,X74161927X,Columbus,Reilly,white,nonhispanic,M,West Point  New York  US,658 Pagac Passage,New York,New York,Richmond County,36047,11232
ca79d39a-646d-d29b-4466-33c7bcfe553c,01/01/1970,999-74-6785,S99993972,X26537517X,Denita,Kling,black,hispanic,F,New York  New York  US,999 Weimann Haven,New York,New York,Richmond County,36081,11436
399f8159-7070-4c09-4294-fff01c646af2,01/01/1970,999-81-3877,,,Florencia,Quezada,white,hispanic,F,Portsmouth  Saint John Parish  DM,334 DuBuque Boulevard Suite 75,New York,New York,Richmond County,36005,10460
e74926b7-f348-9e31-bcd3-8eac67717f67,01/01/1970,999-30-7021,S99987698,X3001803X,Leigh,Price,white,nonhispanic,M,Lake Success  New York  US,727 Gleason Gateway Apt 48,New York,New York,Richmond County,36061,10002
b5739412-fc0a-28a8-a2f2-d972c78bcaf4,01/01/1970,999-77-2416,S99984243,X77554177X,Donnie,Pollich,black,nonhispanic,M,New York  New York  US,210 Frami Ranch Unit 76,New York,New York,Richmond County,36047,11219
9b895258-bc40-ba52-d261-5052aec9d3a4,01/01/1970,999-25-8322,S99934805,,Amanda,Mayer,white,nonhispanic,F,Plattsburgh  New York  US,474 Windler Route,New York,New York,Richmond County,36005,10473
be54f381-2d34-c3f0-f200-de35d88aaa89,01/01/1970,999-80-4987,S99988930,X2393059X,Stevie,Friesen,white,nonhispanic,M,New York  New York  US,327 Wuckert Alley,New York,New York,Richmond County,36081,11426
d797d8de-9002-c146-30ee-5f578d702b16,01/01/1970,999-50-4813,S99919241,X58188841X,Lou,Kling,white,hispanic,M,Champlain  New York  US,1012 Kautzer Crossing,New York,New York,Richmond County,36061,10002
70fe6d39-4b76-a18e-a7f0-d5649694d508,01/01/1970,999-86-9995,S99942751,X41726148X,Solang,Mraz,hawaiian,nonhispanic,F,New York  New York  US,492 McGlynn Meadow Apt 92,New York,New York,Richmond County,36061,10026
18b946a3-2198-fba0-2ac3-a4da998429d7,01/01/1970,999-85-3355,S99946373,X74458176X,Oralia,Bosco,asian,nonhispanic,F,West Glens Falls  New York  US,794 Mohr Common,New York,New York,Richmond County,36005,10465
2f893c6d-2c40-0530-2596-08c7159a5e56,01/01/1970,999-81-6820,S99940912,,Stepani,Dick,white,nonhispanic,F,Port Jefferson Station  New York  US,963 Jakubowski Lane,New York,New York,Richmond County,36061,10280
c70060bd-c6cf-1a43-66e4-78b955d6af43,01/01/1970,999-29-4003,S99983960,X57028235X,Rosalinda,Klocko,white,nonhispanic,F,Niskayuna  New York  US,1007 Mohr Knoll Unit 69,New York,New York,Richmond County,36061,10128
a9152c63-d212-03ab-8194-8399ce1db5d4,01/01/1970,999-16-8352,S99961662,X42468413X,Alyson,Bauch,white,nonhispanic,F,New York  New York  US,533 Jacobson Mission,New York,New York,Richmond County,36081,11004
0cb0809b-3c0c-94ee-22fc-9abeb97dc19e,01/01/1970,999-98-1028,S99910428,X42295181X,Royce,Miller,white,nonhispanic,M,Clarkson  New York  US,307 Feeney Frontage road Suite 74,New York,New York,Richmond County,36061,10280
6d65ba73-9fa6-c603-07c1-833286ce218a,01/01/1970,999-95-6486,S99953316,X56431925X,Francisco,Schroeder,white,nonhispanic,M,New York  New York  US,825 Yost Tunnel Unit 82,New York,New York,Richmond County,34017,10004
a2f54152-65b5-9b44-3e22-d1dbff99c28e,01/01/1970,999-48-8182,S99989347,X65936880X,Kristine,Kling,white,nonhispanic,F,New York  New York  US,872 Anderson Brook Apt 43,New York,New York,Richmond County,36061,10001
c6d8f73e-0410-9f1d-719e-a9cc7f73f599,01/01/1970,999-53-1327,S99931402,X29828808X,Angelika,Klein,white,nonhispanic,F,Massena  New York  US,626 Kertzmann Crossing,New York,New York,Richmond County,36005,10473
0bfd8235-821e-6fe5-552d-3de4cb79921a,01/01/1970,999-82-9404,S99949089,X30795926X,Amalia,Champlin,asian,nonhispanic,F,Lockport  New York  US,600 Kihn Union,New York,New York,Richmond County,36081,11367
79dee89a-bcb4-8147-677f-2f5d90445570,01/01/1970,999-78-8972,S99996424,X82875829X,Adele,Lakin,white,nonhispanic,F,New York  New York  US,141 Lemke Row,New York,New York,Richmond County,36047,11233
b996bbac-4cb9-d7f9-5ed8-a6a9844729ac,01/01/1970,999-62-2723,S99937875,X62956805X,Ricardo,Hermann,black,nonhispanic,M,Endwell  New York  US,547 Hegmann Knoll,New York,New York,Richmond County,36081,11357
43a22689-064b-bd4c-ade7-e9a08bd655ab,01/01/1970,999-46-5526,S99952722,X68927743X,Gemma,Kohler,white,nonhispanic,F,New York  New York  US,353 Price Underpass,New York,New York,Richmond County,36047,11212
197e8e2f-b8ea-af6c-c341-4ccf4ec063bf,01/01/1970,999-41-4427,S99914242,X9203994X,Enrique,Abshire,white,nonhispanic,M,New York  New York  US,439 Pollich Corner,New York,New York,Richmond County,36081,11436
3ba90870-c855-7186-ebbd-b2225a7bd11b,01/01/1970,999-76-3201,S99997389,X14491861X,Stewart,Casper,white,nonhispanic,M,New York  New York  US,958 Lehner Vale Apt 51,New York,New York,Richmond County,36081,11691
e9675b77-5d02-1c6e-2313-4f8f3f74c89e,01/01/1970,999-41-1689,S99967539,X1010210X,Willie,Connelly,white,nonhispanic,M,New York  New York  US,361 Welch Ramp,New York,New York,Richmond County,36081,11105
03de64b4-91ae-a3f2-b4c7-afa512e5c256,01/01/1970,999-13-9390,S99958130,X50986523X,Johana,O'Keef,white,nonhispanic,F,Fleischmanns  New York  US,512 Hoeger Mill,New York,New York,Richmond County,36081,11370
1a68fa75-bd66-b8a1-9fb5-94cbccf0e27f,01/01/1970,999-28-2737,S99965231,X34305073X,Brianna,McKenzie,white,nonhispanic,F,Riverhead  New York  US,289 Moen Landing Suite 94,New York,New York,Richmond County,36081,11411
233fa51d-bb90-9640-c2b7-e167d195c144,01/01/1970,999-39-9285,S99992720,X67541967X,Merideth,Larso,white,nonhispanic,F,Rhinebeck  New York  US,393 Moore Course Apt 44,New York,New York,Richmond County,36061,10103
142b2d38-0645-f62d-f0ed-0eda0c46f753,01/01/1970,999-26-7556,S99955258,X83734086X,Shenika,Hodkiewicz,white,nonhispanic,F,Wesley Hills  New York  US,611 Koelpin Path,New York,New York,Richmond County,36047,11228
346fb2dc-1df7-8514-b86f-258755de8503,01/01/1970,999-14-9348,S99957362,X87344780X,Lizzi,Wunsch,white,nonhispanic,F,New York  New York  US,693 Ledner Rue,New York,New York,Richmond County,36061,10040
1ef0303e-47e3-52df-59f1-21faf2961c06,01/01/1970,999-83-8219,S99981953,X25895095X,Lelah,Johnston,white,nonhispanic,F,Penfield  New York  US,965 O'Conner Haven,New York,New York,Richmond County,36061,10171
7c941415-e952-9856-a1f7-79de5531abd0,01/01/1970,999-14-2617,S99982732,X7022825X,María Eugenia,Palacios,white,hispanic,F,Guatemala City  Guatemala  GT,1093 Strosin Frontage road Suite 63,New York,New York,Richmond County,36061,10199
39087fdc-69f1-0443-7196-38ee708a09f0,01/01/1970,999-63-6231,S99925426,X28321342X,Lucia,Wilderman,white,nonhispanic,F,Baldwin Harbor  New York  US,635 Goyette Way Apt 85,New York,New York,Richmond County,36085,10312
da2f69c6-9ffa-aa3a-e2a2-c98bd28b10dd,01/01/1970,999-83-4768,S99921582,X49406587X,Alida,Pacocha,white,nonhispanic,F,East Shoreham  New York  US,934 Breitenberg Port Apt 94,New York,New York,Richmond County,36061,10013
424b1f8b-f6ab-55ce-fd7e-467019d470ce,01/01/1970,999-24-4943,S99996753,X3240140X,Bennie,Cole,white,nonhispanic,F,Inwood  New York  US,606 Reichert Well,New York,New York,Richmond County,36081,11004
11554f37-ece4-1442-5da9-3e4e8b691d31,01/01/1970,999-99-2893,,,Victor,Pagac,white,nonhispanic,M,Houghton  New York  US,374 Yundt Forge Unit 73,New York,New York,Richmond County,36061,10023
2c0777fb-c65f-ca09-fef5-e3cb6d52afdb,01/01/1970,999-48-8103,S99919973,X54952266X,Hsiu,Prohaska,white,nonhispanic,F,Woodmere  New York  US,864 Kub Street Apt 74,New York,New York,Richmond County,36005,10461
9b174879-f633-c679-b442-f5bd9f24c9cc,01/01/1970,999-94-3576,S99910300,X2604086X,Salvatore,Wilkinson,white,nonhispanic,M,New York  New York  US,758 Monahan Grove,New York,New York,Richmond County,36081,11360
c5c14124-efd3-5a3b-ddf0-5dd1e83c502d,01/01/1970,999-42-5218,S99960336,X13266644X,Abbey,Von,white,nonhispanic,F,New York  New York  US,557 Bruen Lodge,New York,New York,Richmond County,36061,10170
bf773ec6-36f6-719b-9823-8e235abe3500,01/01/1970,999-58-8552,S99975127,X71946435X,Winter,Brekke,white,nonhispanic,F,New York  New York  US,867 MacGyver Junction,New York,New York,Richmond County,36081,11373
a25c7add-4e54-493c-b69d-1442242a0fcb,01/01/1970,999-12-4165,S99981850,X83464470X,Antoni,Cardenas,asian,hispanic,M,Guatemala City  Guatemala  GT,522 Hartmann Pathway,New York,New York,Richmond County,36047,11234
f70afc00-7157-d5e3-714f-2ae70c75dde1,01/01/1970,999-85-2272,S99988303,X2059582X,Janet,Stark,white,nonhispanic,F,Greenport  New York  US,203 Tillman Arcade Apt 4,New York,New York,Richmond County,36081,11361
31f44311-4cfd-4415-1853-8981c9fe4b5a,01/01/1970,999-57-6120,,,Leonor,Vélez,white,hispanic,F,Salisbury  Saint Joseph Parish  DM,975 Schuster Skyway Apt 38,New York,New York,Richmond County,36061,10169
aa5c7ab4-8019-7bc0-d343-6158b5cf9753,01/01/1970,999-41-4642,S99967477,X9988677X,Soledad,Acosta,white,hispanic,F,Ponce  Puerto Rico  PR,238 Upton Path,New York,New York,Richmond County,36081,11421
f3b55fbd-4bd2-17a5-e090-7282fb1e3084,01/01/1970,999-51-7157,S99969822,X45866115X,Jc,Block,white,nonhispanic,M,New York  New York  US,916 Harvey Lodge Apt 23,New York,New York,Richmond County,36061,10006
4b516cd7-4ca0-28a5-9825-ecc1605aded3,01/01/1970,999-53-9487,S99973135,X9288096X,Theo,Kiehn,black,nonhispanic,M,Troy  New York  US,738 Monahan Burg,New York,New York,Richmond County,36081,11103
72e55b11-6472-2307-9b7a-bab13156651a,01/01/1970,999-58-7292,S99984146,X48350535X,Maxie,Gleichner,white,nonhispanic,F,New York  New York  US,557 Walsh Estate,New York,New York,Richmond County,36061,10069
83cf5c54-60c2-034f-c8b1-eb37e74c7441,01/01/1970,999-68-9575,S99915744,X67235092X,Prisci,Schimmel,white,nonhispanic,F,Coxsackie  New York  US,1007 Sanford Gardens Suite 79,New York,New York,Richmond County,36061,10006
e695d9b9-6022-051e-b766-5879e650b0a4,01/01/1970,999-93-3581,,,Assunta,Wuckert,white,nonhispanic,F,New York  New York  US,621 Pagac Neck,New York,New York,Richmond County,36047,11206
23fcac40-f7f4-d691-2fbf-66e3d8bd64e3,01/01/1970,999-76-3484,S99950278,X199506X,Larry,Armstron,white,nonhispanic,F,New York  New York  US,225 Hyatt Ramp Apt 14,New York,New York,Richmond County,36005,10461
a42d7a3f-2eba-c7eb-6a4b-017fe8eb3a8f,01/01/1970,999-59-5363,S99998783,X32769632X,Demetrius,Senger,white,nonhispanic,M,Voorheesville  New York  US,380 Wunsch Gardens,New York,New York,Richmond County,36061,10271
766cb442-fcc3-9391-30d4-627a40926820,01/01/1970,999-11-1678,S99971330,X51419078X,Chester,Von,white,nonhispanic,M,Syracuse  New York  US,456 Ankunding Gardens,New York,New York,Richmond County,36081,11369
d9b6339e-1a6d-36c5-8736-970d79e3870a,01/01/1970,999-74-1687,S99919945,X43084932X,Erin,Towne,white,nonhispanic,F,West Islip  New York  US,233 Russel Approach,New York,New York,Richmond County,36047,11237
b2011da2-9d62-eb42-e533-afa3a5a67e89,01/01/1970,999-76-3845,S99978301,,Gordon,Hauck,native,nonhispanic,M,Barnum Island  New York  US,815 Satterfield Byway,New York,New York,Richmond County,36081,11365
885b1b5b-8505-cb1c-e544-817a4f3f6f2c,01/01/1970,999-95-8871,,,Romeo,Runolfsson,white,nonhispanic,M,New York  New York  US,592 Weimann Gate Unit 74,New York,New York,Richmond County,36081,11358
f031abc6-9a38-3360-e820-b2ee2ed23b8a,01/01/1970,999-58-7536,S99940472,X14780946X,Ana,Hidalgo,white,hispanic,F,Santiago  Santiago Province  CL,791 Treutel Rest,New York,New York,Richmond County,36081,11418
2364718b-b01b-2a4d-ab10-7576d2287296,01/01/1970,999-14-8213,S99941898,X14713313X,Shellie,Howe,black,nonhispanic,F,New York  New York  US,920 Spencer Trace,New York,New York,Richmond County,36047,11211
900399f9-ff25-58ff-acc6-e0a00547cc28,01/01/1970,999-71-4568,S99970879,X22805332X,Reed,Luettgen,white,nonhispanic,M,West Glens Falls  New York  US,359 Lebsack Byway Suite 12,New York,New York,Richmond County,36061,10168
8f92e9ba-ea17-4cfb-af75-7cc8597dc62c,01/01/1970,999-37-1710,S99920166,X37425269X,Pearly,King,black,nonhispanic,F,Congers  New York  US,969 Dibbert Throughway Apt 59,New York,New York,Richmond County,36061,10279
bc5b2e4f-6c7a-1a37-2ed3-59cb491a5ba6,01/01/1970,999-92-8159,S99977418,X16532483X,Annabell,Boyer,white,nonhispanic,F,Peach Lake  New York  US,144 Walker Underpass,New York,New York,Richmond County,36081,11375
e0f6d403-b682-9a7d-6a02-54193618ff63,01/01/1970,999-79-8603,S99937862,X86593012X,Dottie,Morissette,white,nonhispanic,F,New York  New York  US,765 Smith Burg,New York,New York,Richmond County,36081,11371
78f3e8d9-a57d-56ee-bdc9-0cc6ff909b17,01/01/1970,999-33-4778,S99968543,X12590073X,Ester,Martínez,white,hispanic,F,Tegucigalpa  Francisco Morazán  HN,599 Zemlak Crossroad Apt 23,New York,New York,Richmond County,36061,10119
32c140ef-d3dd-8ae3-e267-a14bfff1fe41,01/01/1970,999-31-3726,S99954046,X9446354X,Joni,Collier,white,nonhispanic,F,St Petersburg  St Petersburg  RU,553 Torphy Plaza Apt 19,New York,New York,Richmond County,36061,10075
89fe088e-fa2e-fdd5-e6a5-e9105aa69335,01/01/1970,999-85-7969,S99911794,X53078466X,Lashaunda,Nader,white,nonhispanic,F,Brockport  New York  US,261 Roberts Trailer Suite 0,New York,New York,Richmond County,36081,11102
bccdad17-9b3f-bb78-65bd-73ac9977930a,01/01/1970,999-70-3180,,,Idell,Smit,white,hispanic,F,Niskayuna  New York  US,312 Bergnaum Knoll,New York,New York,Richmond County,36081,11434
c25502fb-894f-7ed6-303a-735de99c414f,01/01/1970,999-47-7785,S99920347,X6842838X,Calvin,Hahn,white,nonhispanic,M,New York  New York  US,801 Abernathy Grove Apt 85,New York,New York,Richmond County,36081,11414
c8f86a51-63dc-431f-4024-96d9df1f34b5,01/01/1970,999-58-5096,S99911002,X71146748X,Nicolás,Herrera,white,hispanic,M,Panama City  Panama  PA,530 Anderson Extension Suite 73,New York,New York,Richmond County,36047,11232
b840983f-bd50-5b03-3b8e-f6ff8afaa880,01/01/1970,999-11-1563,S99929960,X43230426X,Carry,Murazik,white,nonhispanic,F,Dix Hills  New York  US,517 Olson Parade,New York,New York,Richmond County,36005,10464
b2bf4c5d-afe0-3cc3-2133-41c126cb8536,01/01/1970,999-24-1073,S99922446,X36511387X,Bethany,Sauer,white,nonhispanic,F,Riverhead  New York  US,759 Ratke Center Apt 72,New York,New York,Richmond County,36005,10466
de1d8a8b-bfc6-1e78-8216-583cbf9dfbec,01/01/1970,999-84-3687,S99958731,X23737891X,Freda,Howe,white,nonhispanic,F,Fowler  New York  US,953 Mante Junction Unit 23,New York,New York,Richmond County,36081,11355
4388debc-d900-b648-2f06-b4fd49e7463d,01/01/1970,999-27-2751,S99989579,X67030906X,Clementina,Durgan,white,nonhispanic,F,Deer Park  New York  US,852 Doyle Road Suite 18,New York,New York,Richmond County,36081,11412
4abd402b-cb70-973d-45e2-9e1c7cf877a2,01/01/1970,999-47-7765,S99925853,X55606266X,Mercede,Stroman,white,nonhispanic,F,New York  New York  US,698 Little Junction Unit 42,New York,New York,Richmond County,36081,11103
e632b632-8245-f45a-e316-d866c4add1a0,01/01/1970,999-98-8428,,,Matilde,Wolf,other,nonhispanic,F,Cumberland Head  New York  US,580 Kuphal Knoll,New York,New York,Richmond County,36081,11005
87a726cc-2a18-3028-a4e2-a8ef470cf718,01/01/1970,999-71-2410,S99974011,X46657628X,Jamar,Reynolds,white,hispanic,M,Plattsburgh  New York  US,279 Cremin Tunnel,New York,New York,Richmond County,36085,10312
6ecf2433-f5e8-3375-2929-e4379b2c7afc,01/01/1970,999-80-2896,S99955495,X54993961X,Librada,Morar,black,nonhispanic,F,Elmsford  New York  US,947 Schmidt Alley Apt 1,New York,New York,Richmond County,36047,11221
9f2ecc03-42c1-e5c2-6275-7dd55438c835,01/01/1970,999-69-8276,S99916674,X56303016X,Alden,Rutherford,white,nonhispanic,M,Yonkers  New York  US,338 Streich Frontage road Unit 59,New York,New York,Richmond County,36061,10037
13ffc737-28fb-4f1a-e454-c7a3f4b59f6b,01/01/1970,999-96-1099,S99971660,X26550761X,Carlyn,Gorczany,white,nonhispanic,F,New York  New York  US,782 Harber Avenue,New York,New York,Richmond County,36081,11432
8f2d6985-ee33-70ff-1e11-079b666e9801,01/01/1970,999-48-4098,S99942079,X56651538X,Quintin,Dach,white,nonhispanic,M,New York  New York  US,664 Wiza Fort Apt 81,New York,New York,Richmond County,36005,10461
